x z
1296.67 1747.86
1296.56 1744.99
1296.4 1747.97
1296.59 1745.04
1301.07 1746.92
1300.27 1749.64
1301.18 1747.05
1301.2 1747.51
1300.68 1749.06
1300.46 1749.37
1296.71 1748.22
1296.79 1748.69
1300.62 1749.19
1296.58 1746.63
1301.08 1746.36
1300.7 1749.06
1300.63 1749.3
1301.28 1747.02
1299.06 1750.15
1297.86 1750
1296.97 1748.89
1296.7 1748.15
1296.46 1747.76
1301.19 1746.98
1298.05 1749.8
1299.77 1749.76
1296.6 1745.44
1296.4 1746.79
1301.07 1746.68
1300.99 1747.77
1296.95 1749.09
1301.1 1748.62
1300.08 1749.65
1296.77 1748.62
1296.5 1744.89
1298.94 1749.98
1297.03 1749.3
1300.61 1749.24
1296.47 1747.44
1296.67 1747.99
1300.84 1748.57
1297.44 1749.76
1296.6 1747.15
1300.52 1749.53
1297.09 1749.05
1301.07 1746.89
1300.91 1748.37
1297.65 1749.79
1297.66 1749.89
1296.55 1747.66
1297.37 1749.38
1297.31 1749.59
1301.06 1747.32
1296.55 1747.46
1301.21 1746.11
1300.5 1749.23
1301.08 1746.19
1300.57 1749.06
1296.5 1745.52
1301.13 1747.89
1296.68 1746.44
1296.61 1746.6
1301.09 1747.19
1296.48 1744.95
1301.27 1747.46
1299.58 1750.01
1300.31 1749.69
1299.24 1750.03
1296.53 1746.4
1297.62 1749.55
1297.44 1749.74
1296.43 1745.17
1296.8 1744.89
1301.19 1746.77
1298.99 1750.19
1297.29 1749.66
1301.06 1747.27
1299.25 1749.93
1296.55 1745.82
1296.53 1746.36
1296.47 1747.94
1296.43 1745.71
1300.51 1749.54
1296.92 1749.12
1301.15 1748.49
1300.42 1749.56
1296.47 1747.55
1299.37 1750.14
1301.2 1748.3
1300.31 1749.34
1296.57 1745.76
1296.97 1749.16
1297.18 1749.27
1298.93 1750.06
1296.71 1745.2
1298.03 1750.06
1300.67 1748.92
1296.85 1744.98
1300.3 1749.71
1301.05 1747.64
1296.4 1747.84
1299.94 1749.82
1299.65 1749.8
1298.75 1749.99
1298.87 1750.18
1296.57 1746.53
1300 1749.64
1296.57 1747.23
1296.55 1746.45
1296.68 1746.43
1296.55 1748.18
1301.07 1747.06
1297.09 1749.07
1296.81 1748.88
1300.31 1749.58
1300.89 1745.01
1296.78 1748.85
1297.92 1749.82
1296.45 1747.04
1301.04 1748.38
1296.41 1746.69
1298.3 1750.03
1296.44 1746.17
1300.96 1748.78
1296.53 1747.23
1301 1747.1
1300.27 1749.67
1301.18 1747.12
1296.83 1748.92
1301.08 1747.64
1296.55 1746.49
1296.63 1746.19
1296.55 1745.36
1297.44 1749.43
1297.99 1749.84
1301.19 1745.03
1300.94 1744.95
1298.01 1749.85
1296.84 1748.79
1298.8 1749.94
1296.69 1746.14
1296.87 1748.99
1296.85 1745.07
1296.54 1746.47
1301.24 1745.12
1301.2 1747.04
1301.06 1747.49
1296.61 1747.12
1298.92 1750.09
1296.66 1747.6
1301.07 1745.79
1296.74 1748.49
1300.14 1749.5
1299.9 1749.66
1296.61 1747.46
1297.96 1749.78
1297.78 1749.74
1300.92 1748.33
1300.76 1748.87
1301.03 1745.32
1299.31 1749.89
1299.19 1750.03
1296.41 1746.92
1298.86 1750.22
1298.16 1749.84
1296.69 1745.62
1300.88 1748.68
1301.15 1746.78
1296.61 1746.84
1296.42 1745.37
1298.97 1750.05
1296.44 1744.97
1299.67 1749.83
1296.42 1745.94
1296.83 1745.07
1300.1 1749.65
1296.42 1745.46
1300.91 1748.75
1297.83 1750
1301.07 1747.04
1296.48 1747.76
1301.22 1746.43
1296.81 1748.56
1296.52 1746.63
1301.02 1746.66
1301.03 1745.18
1297.15 1749.53
1297.96 1749.82
1300.62 1749.25
1300.23 1749.66
1296.72 1745.18
1300.94 1748.66
1300.04 1749.56
1296.67 1746.62
1296.41 1746.73
1301.16 1745.03
1300.93 1745.22
1296.88 1748.91
1301.24 1746.83
1296.4 1747.79
1296.41 1746.44
1296.55 1748.07
1300.97 1745.09
1297.18 1749.34
1301.21 1746.95
1297.71 1749.78
1299.41 1749.85
1296.69 1745.48
1301.23 1745.91
1301.17 1745.58
1299.42 1750.13
1301.08 1746.19
1301.19 1745.44
1299.69 1749.93
1297.11 1749.3
1299.45 1749.93
1298.51 1750.12
1296.62 1745.41
1299.91 1749.89
1300.91 1745.07
1296.95 1749.01
1301.01 1745.28
1296.4 1747.28
1300.06 1749.54
1301.26 1747.74
1298.46 1750.05
1300.4 1749.28
1297.26 1749.25
1296.54 1747.02
1297.61 1749.89
1296.85 1745.15
1299.78 1750.02
1300.78 1749.06
1296.63 1748.04
1299.12 1749.92
1300.82 1749.18
1300.24 1749.76
1296.42 1747.7
1301.06 1748.74
1296.72 1745.19
1301.12 1746.47
1301.16 1745.21
1296.81 1748.65
1301.21 1747.26
1298.08 1750.01
1296.7 1745.47
1298.85 1750.12
1300.88 1745.02
1296.6 1745.62
1296.76 1745.08
1301.08 1746.35
1301.3 1745.31
1298.63 1750.19
1301.02 1746.08
1301.23 1747.45
1296.88 1748.73
1297.57 1749.51
1300.19 1749.79
1296.64 1745.2
1301.02 1746.25
1296.43 1745.27
1296.51 1748.47
1298.3 1749.88
1301.07 1747.23
1298.72 1750.22
1296.53 1747.35
1301.18 1748.08
1298.08 1749.88
1296.49 1745.52
1297.83 1749.7
1300.99 1747.98
1296.67 1747.94
1300.83 1748.59
1296.49 1745.09
1296.86 1748.65
1296.55 1746.25
1296.65 1745.19
1296.68 1747.54
1301.21 1747.93
1300.51 1749.49
1296.87 1749.11
1301.21 1746.57
1297.49 1749.73
1301.1 1747.35
1301.11 1745.58
1296.51 1744.91
1296.5 1747.53
1299.91 1749.82
1296.52 1747.87
1298.1 1750.02
1296.58 1748.74
1296.62 1745.93
1299.9 1749.67
1301.08 1746.49
1296.58 1748.44
1298.89 1750
1296.61 1747.18
1299.63 1750
1296.41 1746.87
1297.49 1749.49
1300.08 1749.6
1296.41 1747.07
1296.5 1745.39
1296.57 1745.8
1296.61 1745.7
1297.55 1749.57
1296.63 1746.3
1296.62 1745.69
1299.55 1749.81
1298.88 1750.12
1300.38 1749.48
1297.86 1749.72
1296.6 1747.6
1298.59 1750.05
1301.17 1745.27
1300.95 1748.97
1296.51 1748.55
1301.2 1745.39
1301.26 1746.95
1301.03 1745.36
1296.64 1748.21
1298.78 1749.98
1300.89 1748.92
1299.68 1749.77
1299.83 1749.87
1298.52 1750.05
1297.09 1749.14
1301.08 1747.5
1296.56 1747.65
1297.79 1749.83
1300.93 1748.87
1297.59 1749.53
1299.22 1749.96
1296.59 1747.67
1300.72 1749.28
1300.99 1747.83
1301.07 1747.98
1299.27 1750.17
1296.59 1747.2
1296.39 1747.51
1296.87 1749.07
1301.17 1747.2
1296.82 1748.61
1296.79 1748.77
1301 1748.89
1296.49 1745.95
1301 1747.53
1297.89 1749.89
1301.22 1745.86
1297.48 1749.79
1300.34 1749.57
1300.15 1749.57
1301.21 1745.73
1296.47 1748.39
1300.01 1749.67
1301.25 1748.06
1299.45 1749.93
1296.45 1746.67
1296.71 1748.48
1300.95 1748.48
1301.13 1748.04
1301.04 1747.77
1296.62 1745.29
1296.7 1748.63
1301.02 1747.89
1298.36 1750.01
1301.12 1747.94
1299.27 1749.93
1300.99 1744.95
1301.28 1746.85
1300.1 1749.84
1297.69 1749.92
1296.53 1747.29
1296.41 1746.53
1296.61 1746.93
1301.15 1748.39
1300.8 1748.84
1301.29 1746.26
1296.42 1746.12
1298.66 1750.13
1297.04 1749.3
1297.21 1749.33
1296.62 1745.31
1296.63 1745.85
1300.19 1749.63
1300.98 1748.17
1296.7 1745.6
1296.46 1746.39
1300.14 1749.74
1296.59 1747.09
1297.99 1750.07
1301.15 1746.18
1301.13 1745.14
1301.09 1745
1300.93 1748.56
1296.53 1748.58
1298.86 1750.1
1297.43 1749.44
1296.59 1748.38
1299.56 1750.1
1301.16 1745.82
1299.14 1750.12
1300.79 1748.98
1296.89 1748.97
1301.27 1747.56
1298.82 1750.07
1296.68 1745.97
1296.55 1745.58
1296.65 1748.01
1296.45 1745.83
1301.04 1745.99
1296.67 1747.57
1296.98 1749.3
1298.99 1750.08
1298.88 1749.93
1301.23 1745.67
1296.45 1746.08
1297.07 1749.13
1300.47 1749.48
1300.27 1749.4
1296.59 1747.83
1299.69 1749.84
1296.58 1746.82
1296.52 1747.87
1296.65 1746.51
1301.12 1747.85
1297.09 1749.35
1301.13 1745.86
1296.58 1747.22
1301.29 1745.8
1301.07 1748.72
1300.14 1749.8
1301.22 1747.08
1301.18 1747.04
1299.74 1749.88
1296.51 1747.72
1297.99 1749.75
1296.49 1745.36
1301.27 1746.8
1300.04 1749.81
1296.48 1745.46
1300.62 1749.09
1296.68 1746.99
1301.28 1745.88
1296.81 1748.72
1297.98 1749.89
1298.7 1750.22
1298.13 1749.91
1300.74 1748.79
1296.43 1747.95
1296.63 1746.7
1301.14 1748.09
1300.87 1748.61
1300.42 1749.48
1297.68 1749.71
1296.87 1748.88
1300.15 1749.6
1296.87 1749.19
1297.51 1749.74
1296.86 1745.08
1296.64 1747.38
1301.13 1747.13
1296.55 1748.62
1299.25 1750.04
1296.91 1748.79
1296.61 1745.19
1301.29 1745.47
1296.67 1747.31
1299.25 1749.9
1296.75 1748.58
1301.02 1744.95
1301.24 1748.08
1300.66 1748.92
1301.16 1745.3
1301.2 1747.52
1299.59 1749.87
1301.24 1745.87
1296.56 1745.5
1301.09 1746.68
1296.65 1748.59
1296.68 1745.05
1300.08 1749.66
1298.32 1749.86
1298.45 1750.14
1300.39 1749.39
1298.74 1750.05
1301.15 1748.26
1296.42 1746.14
1296.57 1745.51
1301.07 1748.72
1296.59 1746.88
1296.62 1745.59
1301.08 1746.21
1301.26 1747.91
1296.56 1747.85
1296.67 1746.67
1299.45 1749.87
1297.78 1749.67
1301.18 1745.46
1301.09 1746.36
1301.2 1747.36
1298.82 1749.99
1296.42 1746.27
1300.68 1749.22
1301.2 1745.94
1296.62 1745.98
1296.49 1748.18
1296.66 1747.08
1298.35 1749.88
1296.52 1748.49
1296.53 1745.71
1301.14 1745.52
1301.08 1746.27
1301.16 1747.57
1297.26 1749.61
1298.49 1750
1300.75 1748.93
1301.02 1746.16
1296.66 1745.17
1296.61 1746.24
1299.3 1749.89
1300.11 1749.62
1297.14 1749.21
1296.46 1746.23
1296.88 1748.96
1296.71 1748.2
1298.38 1749.89
1301.08 1746.97
1296.97 1749.18
1296.68 1746.91
1296.4 1747.5
1296.48 1745.91
1301.18 1746.21
1300.54 1749.21
1296.53 1748.08
1296.5 1746.07
1296.57 1745.67
1300.97 1748.45
1301.25 1745.21
1301.13 1746.19
1296.66 1745.88
1296.65 1746.62
1301.26 1747.75
1296.61 1747.89
1300.95 1745.16
1296.84 1745.17
1296.64 1744.94
1300.72 1749.11
1300.06 1749.73
1297.83 1749.86
1296.66 1747.3
1298.41 1749.9
1301.08 1746.53
1296.54 1747.73
1300.45 1749.29
1298.67 1750.07
1297.86 1749.98
1296.67 1748.68
1301.09 1747.94
1297.27 1749.39
1296.59 1745.02
1301.11 1748.1
1297.23 1749.6
1301.05 1747.19
1298.48 1750.07
1296.47 1746.82
1301.26 1745.86
1296.89 1748.77
1298.93 1750.12
1301.14 1746.94
1296.81 1749.03
1296.8 1748.84
1300.94 1745.03
1300.27 1749.63
1301.14 1745.05
1300.83 1748.9
1300.26 1749.75
1300.39 1749.63
1299.55 1749.99
1296.41 1746.36
1301.09 1746.43
1296.66 1745.47
1301 1748.34
1300.89 1745.24
1301.13 1747.82
1301.03 1748.12
1296.41 1746.5
1301.02 1746.02
1301.08 1745.21
1296.67 1747.92
1298.26 1749.85
1301.12 1745.18
1296.62 1748.66
1296.55 1747.67
1296.61 1747.66
1296.69 1745.35
1301.07 1747.89
1300.05 1749.87
1296.41 1746.07
1296.4 1747.9
1296.53 1745.57
1301.04 1748.05
1298.29 1750.01
1300.58 1749.17
1296.57 1748.66
1296.54 1746.33
1299.69 1749.77
1301.23 1745.88
1296.51 1748.14
1299.02 1750.2
1301.07 1747.36
1297.86 1749.77
1301.06 1746.56
1296.68 1746.69
1301.15 1745.02
1296.47 1746.53
1299.08 1750.13
1300.68 1748.9
1296.72 1745.02
1296.58 1745.03
1301.19 1747.97
1301.29 1746.39
1301.01 1746.78
1296.71 1748.55
1300.89 1745.22
1296.4 1746.49
1301.15 1746.31
1297.31 1749.34
1298.12 1749.91
1296.42 1745.68
1299.4 1749.87
1296.45 1748.27
1296.86 1749.07
1297.31 1749.44
1301 1747.6
1300.21 1749.44
1296.67 1747
1296.8 1748.93
1296.54 1748.12
1301.01 1746.92
1298.76 1750.1
1297.92 1749.74
1301.09 1746.89
1300.75 1749.21
1297.39 1749.69
1296.81 1748.95
1301.17 1746.48
1300.75 1748.79
1296.69 1746.03
1296.84 1748.89
1296.43 1744.89
1296.43 1744.99
1297.4 1749.5
1296.51 1747.33
1296.63 1746.38
1301.26 1747.87
1296.6 1748.31
1296.49 1748.27
1300.83 1748.88
1301.3 1745.05
1298.51 1749.92
1299.75 1749.88
1296.49 1746.2
1301.13 1747.57
1298.34 1750.15
1296.61 1746.37
1296.59 1747.74
1301.21 1746.12
1297.54 1749.7
1300.52 1749.32
1301.14 1745.76
1296.71 1745.11
1297.68 1749.92
1296.63 1748.17
1297.03 1749.29
1301.29 1744.99
1296.61 1746.46
1296.6 1746.53
1296.71 1748.18
1299.21 1750.13
1297.36 1749.34
1301.28 1745.69
1301.03 1745.31
1301.28 1746.58
1296.69 1745.45
1297.11 1749.31
1296.56 1746.42
1300.69 1749.32
1301.28 1746.55
1297.01 1749.06
1296.54 1745.94
1298.41 1749.89
1296.61 1744.98
1299.33 1750.17
1297.25 1749.43
1296.5 1745.54
1297.77 1749.77
1298.5 1749.99
1301.1 1745.35
1298.22 1750.08
1301.17 1746.69
1299.08 1750.21
1300.32 1749.69
1296.42 1746.79
1296.5 1745.82
1300.38 1749.55
1301.08 1747.95
1301.2 1747.23
1296.61 1747.09
1297.76 1749.84
1300.66 1749.25
1300.7 1748.86
1296.62 1748.1
1300.01 1749.62
1301.22 1745.74
1300.99 1747.52
1297.9 1749.85
1301.22 1747.6
1301.19 1745.73
1296.53 1747.81
1300.22 1749.42
1300.79 1748.83
1296.41 1746.03
1300.92 1745.03
1297.25 1749.28
1301.28 1746.12
1301 1747.41
1298.62 1749.96
1296.68 1746.53
1301 1747.44
1301.09 1748.11
1298.78 1750.09
1296.63 1746.01
1296.69 1745.57
1296.47 1747.2
1296.68 1748.39
1298.08 1749.96
1297.17 1749.38
1297.98 1750.06
1301.03 1745.84
1296.78 1748.83
1301.13 1747.75
1297.75 1749.89
1300.8 1748.95
1296.85 1748.99
1298.6 1749.97
1301.01 1747.19
1296.58 1748.19
1300.42 1749.6
1298.14 1750.11
1301.22 1748.2
1296.41 1746.46
1300.33 1749.69
1301 1746.94
1296.52 1746.88
1300.67 1749.24
1301.3 1745.75
1301 1747.33
1299.3 1750.03
1296.59 1745.51
1301.09 1747.23
1296.61 1747.82
1296.65 1745.38
1299.46 1749.91
1301.28 1746.03
1300.97 1748.72
1301.04 1748.01
1296.42 1746.58
1296.59 1747.88
1300.58 1749.45
1299.31 1749.94
1297.89 1750.01
1300.58 1749.26
1297.79 1749.87
1296.63 1745.48
1298.66 1750.08
1301.05 1748.03
1296.57 1745.3
1296.68 1748.02
1300.67 1749.18
1296.68 1745.08
1296.43 1745.08
1300.88 1745.18
1296.62 1746.69
1299.04 1750.06
1301.07 1747.79
1296.7 1745.06
1297.79 1749.92
1301.1 1745.42
1296.53 1747.16
1299.11 1749.93
1300.43 1749.33
1299.87 1749.74
1296.47 1746.37
1297.63 1749.81
1296.55 1747.85
1296.68 1746.56
1300.78 1749.13
1296.59 1748.06
1296.57 1747.75
1297.21 1749.19
1301.18 1747.65
1301.06 1744.97
1301.16 1746.81
1301.1 1745.28
1297.1 1749.3
1297.28 1749.49
1297.51 1749.73
1296.59 1748.33
1301 1748.7
1296.69 1744.95
1296.64 1748.05
1301.07 1745.13
1296.82 1745.09
1296.41 1746.48
1296.57 1746.34
1301.14 1746.87
1301.21 1746.74
1296.47 1746.82
1300.89 1745
1298.23 1749.88
1301.14 1747.35
1298.28 1750.03
1301.23 1748.15
1296.96 1749.1
1297.44 1749.59
1296.42 1745.76
1301.23 1745.28
1300.25 1749.56
1298.04 1749.89
1300.81 1748.78
1299.87 1749.67
1296.52 1748.53
1297.45 1749.76
1298.05 1749.86
1301.02 1746.18
1300.71 1749.19
1301.21 1746.29
1296.82 1745.01
1296.62 1745.7
1297.93 1749.89
1296.5 1746.39
1301.1 1746.82
1301.19 1747.79
1296.47 1747.42
1296.67 1746.88
1300.88 1745.11
1296.64 1745.79
1298.38 1749.99
1296.54 1747.06
1301.18 1747.77
1299.11 1749.95
1299.26 1750
1301.3 1744.97
1296.5 1744.98
1296.42 1747.51
1301.16 1748.17
1301.02 1745.84
1301.03 1745.45
1301.01 1746.2
1296.62 1746.32
1300.65 1749.39
1300.05 1749.8
1301.24 1746.06
1300.99 1747.96
1301.24 1745.87
1296.45 1747.01
1298.82 1750.04
1301.18 1746.29
1297.64 1749.64
1301.19 1746.32
1301.11 1747.39
1301.02 1745.35
1301.24 1748.1
1301.23 1747.27
1299.88 1749.74
1301.22 1747.46
1297.41 1749.49
1296.51 1746.65
1297.88 1749.77
1299.84 1749.9
1296.66 1747.55
1301.03 1745.45
1296.62 1746.11
1301.26 1747.7
1296.62 1748.74
1297.31 1749.61
1298.88 1750.03
1296.83 1748.86
1300.99 1747.91
1296.4 1746.97
1299.71 1749.98
1297.14 1749.3
1296.61 1747.4
1300.88 1745.15
1297.37 1749.71
1296.6 1747.47
1297.61 1749.64
1299.67 1750.07
1296.41 1747.43
1301.15 1745.41
1296.49 1748.1
1301.13 1747.14
1300.96 1748.16
1300.38 1749.29
1301.11 1748.5
1300.43 1749.23
1297.23 1749.49
1300.54 1749.22
1299.27 1750.02
1299.73 1750.03
1296.39 1747.96
1296.51 1746.84
1300.59 1749.03
1296.53 1748.25
1296.83 1748.95
1296.74 1745.08
1296.51 1745.67
1300.75 1748.77
1301.28 1746.64
1298.48 1750.16
1296.69 1748.02
1296.66 1745.17
1296.67 1747.36
1299.88 1749.91
1298.52 1750.08
1296.73 1748.79
1301.06 1746.43
1297.62 1749.72
1301.08 1745.75
1296.55 1747.47
1296.53 1745.09
1298.25 1750.15
1300.95 1748.49
1297.42 1749.76
1300.98 1748.1
1299.43 1749.94
1299.47 1749.93
1296.49 1746.18
1301.29 1745.54
1296.71 1748.79
1296.42 1745.48
1296.39 1747.62
1296.51 1747.34
1301.17 1745.46
1300.68 1749.08
1296.56 1746.14
1296.54 1746.02
1296.42 1745.57
1300.72 1748.84
1296.85 1748.67
1300.84 1749.01
1299.84 1749.75
1296.43 1748.19
1301.04 1748.78
1300.31 1749.43
1301.18 1748.33
1298.41 1749.98
1301.13 1745.69
1301.29 1745.95
1296.7 1748.28
1297.65 1749.57
1301.28 1745.89
1296.55 1745.96
1301.02 1746.42
1299.41 1749.95
1296.65 1748.29
1296.55 1746.69
1301.13 1747.46
1296.69 1748.08
1301 1747.45
1297.13 1749.47
1297.33 1749.72
1300.93 1748.27
1296.49 1745.55
1296.44 1745.64
1301.15 1745.9
1297.1 1749.37
1299.02 1749.91
1297.99 1749.76
1301.25 1745.41
1296.41 1746.89
1301.27 1747.08
1301.26 1747.44
1301.12 1746.72
1301.25 1746.84
1296.42 1745.44
1296.61 1746.31
1299.6 1749.93
1296.7 1748.64
1301.26 1745.41
1300.97 1748.08
1297.64 1749.63
1296.58 1745.04
1296.47 1748.06
1296.6 1746.69
1301.09 1745.15
1300.74 1748.8
1299.86 1749.69
1296.59 1745.67
1298.67 1750
1298.86 1749.94
1300.67 1749.27
1297.61 1749.89
1296.4 1747.76
1298.7 1749.93
1296.47 1746.44
1301.06 1747.3
1296.43 1745.65
1296.41 1746.24
1301.22 1745.37
1298.37 1749.88
1301.25 1745.28
1301.18 1745.6
1301.03 1748.38
1296.72 1748.5
1301.1 1748.04
1296.4 1747.79
1296.41 1746.6
1300.43 1749.42
1301 1747.6
1297.8 1749.92
1301.06 1748.74
1298.95 1750.06
1298.81 1750.05
1300.95 1745.16
1296.68 1747.97
1300.93 1745.21
1301.18 1747.56
1296.61 1745.37
1300.4 1749.33
1300.97 1748.78
1301.14 1748
1301.2 1746.88
1297.21 1749.22
1296.69 1745.8
1298.13 1749.86
1301.07 1745.05
1297.58 1749.56
1296.62 1745.75
1296.42 1746.05
1299.13 1750.1
1297.06 1749.34
1301.28 1746.85
1301.09 1746.35
1296.4 1747.56
1301.09 1747.15
1299.26 1749.98
1296.58 1746.12
1296.55 1746.05
1301.06 1748.52
1296.66 1747.71
1296.63 1748.41
1296.61 1745.81
1296.55 1746.1
1298.06 1750.01
1296.42 1745.4
1299.4 1749.86
1296.61 1747.43
1296.69 1745.68
1301.12 1747.1
1299.28 1750.1
1301.07 1746.74
1296.65 1745.05
1300.97 1748.06
1296.67 1747.13
1296.43 1746.52
1296.4 1747.1
1298.49 1750.1
1300.42 1749.31
1301.27 1747.6
1296.98 1749.01
1301.06 1746.29
1299.98 1749.88
1301.13 1748.56
1300.47 1749.47
1300.01 1749.69
1296.77 1745.17
1300.86 1748.52
1296.92 1748.78
1301.12 1745.44
1296.79 1749.09
1297.16 1749.46
1296.41 1746.66
1296.81 1749.12
1301.09 1746.74
1296.59 1745.73
1296.41 1746.88
1300.5 1749.54
1296.61 1745.43
1296.69 1745.28
1296.64 1747.27
1299.01 1750.08
1297.03 1749.4
1297.25 1749.45
1301.17 1745.11
1300.83 1749.15
1296.89 1748.92
1300.98 1748.38
1299.06 1750.13
1301.23 1747.88
1300.3 1749.37
1301.07 1746.13
1301.22 1746.23
1301.18 1745.8
1299.72 1749.87
1300.29 1749.42
1299.59 1749.92
1296.65 1745.12
1300.59 1749.26
1299.21 1750.04
1301.25 1746.47
1298.29 1750.05
1300.95 1748.24
1301.16 1745.75
1296.96 1749.25
1301.07 1747.2
1297.97 1749.82
1299.01 1749.94
1296.58 1746.76
1296.68 1746.79
1296.41 1746.31
1299.61 1750.04
1299 1750.19
1301.21 1748.26
1297.61 1749.73
1297.13 1749.4
1301.28 1746.18
1300.08 1749.85
1297.65 1749.76
1296.79 1748.71
1297.08 1749.18
1300.53 1749.23
1296.44 1745.17
1297.2 1749.21
1299.44 1750.11
1296.47 1746.07
1298.27 1749.86
1296.82 1748.79
1299.93 1749.66
1297.42 1749.65
1296.6 1746.77
1298.57 1750.21
1301.02 1746.5
1299.26 1749.93
1299.01 1750.1
1296.76 1748.61
1298.15 1749.96
1298.73 1750.08
1301.03 1746.85
1301.27 1746.88
1299.77 1749.97
1296.68 1746.2
1301.22 1747.04
1301.2 1747.33
1296.58 1746.94
1296.63 1746.88
1296.6 1748.73
1296.71 1748.93
1296.49 1745.23
1297.23 1749.62
1301.24 1745.42
1296.59 1748.22
1300.67 1749.13
1301.21 1746.49
1296.51 1747.07
1300.23 1749.6
1301.11 1748.04
1299.15 1749.98
1296.6 1746.59
1301.06 1747.42
1301.02 1748.49
1301.12 1748.57
1296.75 1744.91
1300.09 1749.7
1296.86 1749.2
1296.62 1747.43
1300 1749.79
1296.47 1746.53
1296.57 1745.92
1296.67 1745.55
1300.72 1749.12
1296.62 1746.06
1296.46 1747.9
1301.09 1745.85
1297.58 1749.68
1299.97 1749.7
1301.22 1746.84
1301.27 1747.19
1296.66 1747.72
1298.5 1749.93
1301.17 1746.44
1301.22 1746.03
1299.55 1750.09
1301.17 1745.11
1296.55 1745.56
1299.46 1750.07
1298.28 1750.02
1298.04 1750
1299.69 1749.84
1296.48 1747.13
1296.61 1744.96
1296.62 1744.98
1296.69 1746.42
1299.76 1750.03
1296.54 1746.28
1296.62 1745.33
1301.14 1745.35
1296.68 1746.45
1300.87 1748.49
1301.19 1747.82
1301.05 1746.23
1296.49 1747.47
1296.78 1748.49
1296.63 1746.59
1297.35 1749.34
1300.63 1749.2
1298.84 1750
1301.04 1745.91
1296.48 1746.27
1299.72 1749.91
1297.43 1749.42
1296.79 1748.53
1301.02 1745.53
1300.01 1749.9
1296.46 1745.97
1301.18 1745.65
1300.95 1745.13
1299.53 1749.83
1301.1 1745.98
1301.24 1746.08
1301.01 1745.2
1297.94 1749.84
1296.74 1748.33
1301.07 1744.95
1296.69 1746.27
1296.62 1748.13
1301.22 1748.21
1296.43 1747.35
1297.23 1749.26
1296.67 1747.55
1296.5 1747.23
1298.1 1750.09
1301.13 1746.66
1301.28 1746.57
1299.9 1749.89
1301.03 1748.79
1301.07 1748.69
1301.16 1745.98
1296.68 1746.65
1297.19 1749.19
1297.76 1749.68
1296.59 1747.98
1296.61 1748.56
1296.84 1749.06
1296.81 1748.99
1301.13 1747.35
1297.06 1749
1300.97 1748.12
1298.1 1749.95
1296.51 1745.13
1301.09 1748.26
1298.5 1750.02
1300.99 1747.68
1301.1 1748.37
1300.91 1748.39
1300.78 1749.14
1299.22 1750.09
1300.99 1745.05
1296.93 1749.31
1296.47 1745.87
1297.52 1749.5
1298.43 1750.06
1300.83 1748.76
1296.49 1745.13
1301.14 1747.5
1297.02 1749.38
1296.44 1748.11
1301.08 1746.58
1298.31 1749.95
1301.2 1747.18
1301.2 1746.04
1301.29 1746.31
1300.88 1744.98
1301.14 1745.51
1301.12 1747.75
1301.29 1745.36
1300.43 1749.35
1300.5 1749.44
1296.46 1745.48
1298.13 1750.01
1296.52 1747.87
1300.6 1749.17
1296.56 1745.37
1297.25 1749.26
1297.47 1749.69
1300.85 1748.54
1301.17 1745.78
1296.69 1745.71
1301.01 1745.13
1301.02 1746.93
1297.27 1749.55
1300.88 1748.47
1296.64 1748.19
1297.2 1749.49
1296.42 1745.94
1296.43 1747.68
1300.63 1749.38
1296.66 1745.02
1296.68 1745.76
1296.46 1748.34
1299.31 1749.94
1296.61 1747.58
1301.15 1748.17
1299.28 1750.09
1301.21 1746.7
1297.31 1749.5
1298.94 1750.02
1298.8 1750
1299.08 1749.99
1296.71 1748.86
1301.19 1745.05
1301.2 1747.3
1301.25 1746.71
1298.91 1750
1296.51 1747.24
1299.45 1749.99
1300.84 1749.14
1296.59 1747.4
1299.32 1750.07
1298.39 1749.96
1300.89 1744.97
1296.54 1745.1
1296.59 1747.76
1301.27 1747.27
1298.74 1750
1300.43 1749.33
1301.03 1748.67
1299.06 1750.19
1300.63 1749.42
1296.96 1748.89
1296.58 1746.51
1299.96 1749.69
1301 1746.91
1296.9 1749.09
1301.01 1746.9
1301.14 1747.82
1301.12 1748.48
1297.34 1749.46
1296.55 1747.41
1300.16 1749.72
1296.99 1749.03
1297.18 1749.15
1296.48 1748.46
1296.61 1745.62
1298.76 1750.22
1296.59 1747.63
1297.42 1749.39
1300.6 1749.45
1300.38 1749.28
1296.5 1746.8
1296.45 1746.72
1296.47 1746.12
1301.12 1748.37
1300.98 1748.79
1299.11 1750.04
1300.64 1749.06
1296.72 1748.82
1296.67 1748.62
1296.4 1747.68
1299.95 1749.86
1301.06 1744.96
1296.67 1747.83
1296.85 1748.67
1301.2 1747.41
1300.05 1749.76
1299.8 1749.93
1301.13 1747.71
1299.22 1750.11
1296.57 1745.53
1296.51 1748.02
1296.68 1746.19
1296.46 1744.97
1299.81 1749.94
1300.96 1745.09
1301.3 1744.99
1299.43 1749.99
1298.57 1750.04
1296.56 1744.98
1296.71 1748.43
1300.26 1749.48
1301.27 1745.28
1300.81 1749.19
1296.63 1748.01
1300.44 1749.5
1300.77 1748.71
1296.66 1747.8
1296.52 1746.34
1297.32 1749.4
1301.1 1746.62
1296.6 1747.79
1296.58 1745.96
1298.7 1749.94
1297.39 1749.5
1301.25 1747.6
1300.47 1749.19
